study_id,phase_block,pair,title,freeze_terminal_status,n_frozen_rows,row_application_source,status_source,freeze_authorization_status,qa_status,caveat_status,next_action,evidence_basis,notes
S202,phase2,Pair D,The Use of AI-Driven Automation to Enhance Student Learning Experiences in the K,excluded_or_no_target_frozen_status,0,,paper_b_phase2_step4_decision_application_audit_20260608.csv,authorized_full_corpus_freeze_20260609,pass_status_only,target_boundary_exclusion_caveat,Retain status-only handling in frozen reference; do not generate target rows for this study.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; paper_b_phase2_step4_decision_application_audit_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,notes=Focal AI-driven LMS administrative automation boundary supersedes numeric availability. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S203,phase2,Pair C,Exploring the Key Factors Influencing College Students' Willingness to Use AI Co,included_frozen_reference,10,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,authorized_full_corpus_freeze_20260609,pass_with_caveats,metadata_status_caveat; source_corrected_sample_size_caveat,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S204,phase2,Pair D,Understanding Chinese University EFL Learners' Perceptions of AI in English Writ,included_frozen_reference,7,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,authorized_full_corpus_freeze_20260609,pass,none,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S205,phase2,Pair C,Factors Affecting the Adoption and Use of ChatGPT in Higher Education,included_frozen_reference,10,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,authorized_full_corpus_freeze_20260609,pass_with_caveats,metadata_status_caveat,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S206,phase2,Pair D,Examining generative artificial intelligence adoption in academia: a UTAUT persp,duplicate_source_frozen_status,0,,paper_b_phase2_step4_decision_application_audit_20260608.csv,authorized_full_corpus_freeze_20260609,pass_status_only,duplicate_or_no_target_status_caveat,Retain status-only handling in frozen reference; do not generate target rows for this study.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; paper_b_phase2_step4_decision_application_audit_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,notes=Preserve duplicate linkage to S195 in audit records. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S207,phase2,Pair D,Antecedents of adoption and usage of ChatGPT among Jordanian university students,included_frozen_reference,6,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,authorized_full_corpus_freeze_20260609,pass,none,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S209,phase2,Pair D,Factors affecting ChatGPT use in education employing TAM: A Jordanian universiti,included_frozen_reference,6,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,authorized_full_corpus_freeze_20260609,pass_with_caveats,metadata_status_caveat,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 6 of 6 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S210,phase2,Pair D,Artificial Intelligence Powered Pedagogy: Unveiling Higher Educators' Acceptance,included_frozen_reference,6,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,authorized_full_corpus_freeze_20260609,pass,none,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S211,phase1,Pair A,"The determinants of ChatGPT usage among accounting students: the role of habit,",included_frozen_reference,2,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,authorized_full_corpus_freeze_20260609,pass,none,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S212,phase1,Pair B,Every Coin has Two Sides: Navigating Factors of Generative Pre-Trained Transform,included_frozen_reference,8,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,authorized_full_corpus_freeze_20260609,pass,none,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S213,phase1,Pair B,Exploring the role of intrinsic motivation in ChatGPT adoption to support active,included_frozen_reference,3,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,authorized_full_corpus_freeze_20260609,pass,none,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
