task_unit_id,study_id,denominator_family,source_condition,field_key,construct_pair,expected_answer_type,available_model_count,available_models,model_coverage_status,answer_state_count,cross_model_behavior_disagreement,correct_models,incorrect_models,abstaining_models,primary_score_status,primary_is_correct,primary_answer_state,review_priority,triage_signals
P2-TASK-08617,S155,human_disagreement_trace,human_disagreement_trace,,BI-PE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08618,S155,human_disagreement_trace,human_disagreement_trace,,BI-TRU,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08619,S155,human_disagreement_trace,human_disagreement_trace,,EE-PE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08620,S155,human_disagreement_trace,human_disagreement_trace,,EE-TRU,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08621,S155,human_disagreement_trace,human_disagreement_trace,,PE-TRU,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch value significance mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08622,S157,human_disagreement_trace,human_disagreement_trace,,AUT-BI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,r2 only statistic,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08623,S157,human_disagreement_trace,human_disagreement_trace,,AUT-EE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,r2 only statistic,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08624,S157,human_disagreement_trace,human_disagreement_trace,,AUT-FC,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,r2 only statistic,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08625,S157,human_disagreement_trace,human_disagreement_trace,,AUT-PE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5,scored_abstention,0,abstain,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_abstention;primary_incorrect;source_or_trace_risk
P2-TASK-08626,S157,human_disagreement_trace,human_disagreement_trace,,AUT-SE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5,scored_abstention,0,abstain,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_abstention;primary_incorrect;source_or_trace_risk
P2-TASK-08627,S157,human_disagreement_trace,human_disagreement_trace,,AUT-SI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5,scored_abstention,0,abstain,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_abstention;primary_incorrect;source_or_trace_risk
P2-TASK-08628,S157,human_disagreement_trace,human_disagreement_trace,,AUT-UB,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5,scored_abstention,0,abstain,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_abstention;primary_incorrect;source_or_trace_risk
P2-TASK-08629,S157,human_disagreement_trace,human_disagreement_trace,,BI-EE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5,scored_abstention,0,abstain,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_abstention;primary_incorrect;source_or_trace_risk
P2-TASK-08630,S157,human_disagreement_trace,human_disagreement_trace,,BI-FC,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5,scored_abstention,0,abstain,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_abstention;primary_incorrect;source_or_trace_risk
P2-TASK-08631,S157,human_disagreement_trace,human_disagreement_trace,,BI-PE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5,scored_abstention,0,abstain,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_abstention;primary_incorrect;source_or_trace_risk
P2-TASK-08632,S157,human_disagreement_trace,human_disagreement_trace,,BI-SE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5,scored_abstention,0,abstain,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_abstention;primary_incorrect;source_or_trace_risk
P2-TASK-08633,S157,human_disagreement_trace,human_disagreement_trace,,BI-SI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5,scored_abstention,0,abstain,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_abstention;primary_incorrect;source_or_trace_risk
P2-TASK-08634,S157,human_disagreement_trace,human_disagreement_trace,,BI-UB,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5,scored_abstention,0,abstain,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_abstention;primary_incorrect;source_or_trace_risk
P2-TASK-08635,S157,human_disagreement_trace,human_disagreement_trace,,EE-FC,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08636,S157,human_disagreement_trace,human_disagreement_trace,,EE-PE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08637,S157,human_disagreement_trace,human_disagreement_trace,,EE-SE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,r2 only statistic,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08638,S157,human_disagreement_trace,human_disagreement_trace,,EE-SI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08639,S157,human_disagreement_trace,human_disagreement_trace,,EE-UB,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08640,S157,human_disagreement_trace,human_disagreement_trace,,FC-PE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08641,S157,human_disagreement_trace,human_disagreement_trace,,FC-SE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,r2 only statistic,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08642,S157,human_disagreement_trace,human_disagreement_trace,,FC-SI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08643,S157,human_disagreement_trace,human_disagreement_trace,,FC-UB,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08644,S157,human_disagreement_trace,human_disagreement_trace,,PE-SE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,r2 only statistic,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08645,S157,human_disagreement_trace,human_disagreement_trace,,PE-SI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08646,S157,human_disagreement_trace,human_disagreement_trace,,PE-UB,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08647,S157,human_disagreement_trace,human_disagreement_trace,,SE-SI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,r2 only statistic,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08648,S157,human_disagreement_trace,human_disagreement_trace,,SE-UB,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,r2 only statistic,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08649,S157,human_disagreement_trace,human_disagreement_trace,,SI-UB,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08650,S161,human_disagreement_trace,human_disagreement_trace,,ATT-BI,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08651,S161,human_disagreement_trace,human_disagreement_trace,,ATT-EE,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,value mismatch beta path mismatch,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
P2-TASK-08652,S161,human_disagreement_trace,human_disagreement_trace,,ATT-FC,human_trace_context_not_scored_as_accuracy,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,r2 only statistic,P1_source_or_human_disagreement_review,cross_model_behavior_disagreement;human_disagreement_trace;primary_incorrect;source_or_trace_risk
